0.735008	0.629142	7.21178	2.795e-17	4.4424e-17	0.862916	0.534212	0.859997	0.600045	5.19975	0.000345566	0.0138215	5.19975	0.00179686	6.95312e-310	74.4774
1.16051	0.494921	7.2149	-0.127131	-0.0118476	1.17385	0.481073	1.11998	0.600225	5.19943	0.00103664	0.0207296	5.19943	0.00538996	0.220628	2.17718e-314
1.25787	0.53314	7.1998	0.122279	0.0305126	0.969149	0.397513	1.37996	0.600629	5.19899	0.00207312	0.0276344	5.19898	0.0107781	6.95312e-310	1.82547
1.61596	0.595331	7.21355	0.161263	0.0462054	1.65063	0.62469	1.6399	0.601347	5.19842	0.00345484	0.0345348	5.19839	0.0179597	0.166701	2.17718e-314
1.85116	0.562258	5.9961	0.0268453	-0.227217	1.62331	0.499091	1.89982	0.60247	5.19773	0.00518158	0.0414297	5.19766	0.0269323	6.95312e-310	7.52421
2.16248	0.591836	5.99603	0.0414668	-0.172345	2.18882	0.648739	2.1597	0.604086	5.19691	0.00725307	0.0483182	5.19678	0.0376932	0.25138	2.17718e-314
2.37819	0.63827	5.57704	0.0602018	-0.311302	1.96701	0.557117	2.41954	0.606284	5.19597	0.00966898	0.0551989	5.19573	0.0502389	6.95312e-310	5.98965
2.65447	0.656006	5.57532	0.0494332	-0.293322	2.65526	0.66598	2.67932	0.609155	5.19491	0.0124289	0.062071	5.1945	0.0645654	0.00610899	2.17718e-314
2.92091	0.650007	5.50816	0.00353324	-0.437536	2.92034	0.645898	2.93904	0.612786	5.19372	0.0155325	0.0689333	5.19309	0.080668	6.95312e-310	0.331378
3.15585	0.646498	5.46306	-0.00949247	-0.40721	3.01222	0.637046	3.19869	0.617267	5.19241	0.0189791	0.0757847	5.19147	0.0985415	1.16145	2.17718e-314
3.44188	0.542497	5.50058	-0.158791	-0.826659	3.56096	0.485311	3.45825	0.622685	5.19097	0.0227684	0.0826241	5.18963	0.11818	6.95312e-310	1.32882
3.74524	0.429778	5.57475	-0.280066	-1.05966	3.89365	0.311793	3.71772	0.62913	5.18942	0.0268996	0.0894504	5.18754	0.139576	2.1639	2.17718e-314
4.02542	0.514573	5.54051	-0.14168	-0.533412	4.19786	0.698311	3.97708	0.636689	5.18775	0.0313721	0.0962627	5.18519	0.162724	6.95312e-310	4.08543
4.29899	0.507114	5.51966	-0.134385	-0.450935	4.30935	0.578564	4.23632	0.645449	5.18595	0.0361852	0.10306	5.18256	0.187614	0.344985	2.17718e-314
4.55817	0.546191	5.41286	-0.0900436	-0.304031	4.61908	0.68951	4.49542	0.655498	5.18405	0.0413382	0.10984	5.17962	0.214238	6.95312e-310	1.89276
4.74383	0.656047	5.22545	0.013854	-0.0541328	4.35143	0.899174	4.75437	0.666921	5.18202	0.0468302	0.116604	5.17634	0.242587	12.3811	2.17718e-314
4.99505	0.655474	5.14038	0.00632673	-0.0635263	5.20901	0.66599	5.01315	0.679804	5.17988	0.0526604	0.123349	5.1727	0.272649	6.95312e-310	1.47841
5.29463	0.650254	5.20416	-0.00349161	-0.0760995	5.51894	0.648233	5.27175	0.694234	5.17763	0.0588279	0.130074	5.16867	0.304413	2.67142	2.17718e-314
5.5538	0.656643	5.26015	0.000459608	-0.0616374	5.22834	0.639362	5.53013	0.710295	5.17526	0.0653316	0.136779	5.16422	0.337868	6.95312e-310	1.84816
5.84801	0.671502	5.30333	0.00689263	-0.0460944	6.022	0.708619	5.78828	0.728072	5.17278	0.0721706	0.143463	5.15932	0.372999	1.67997	2.17718e-314
6.08945	0.598685	5.2056	-0.0462146	-0.127863	5.89392	0.373584	6.04618	0.747647	5.1702	0.0793437	0.150124	5.15393	0.409793	6.95312e-310	3.49393
6.34323	0.711279	5.17971	0.0279944	-0.00499025	6.34249	0.948833	6.30379	0.769103	5.16751	0.0868499	0.156761	5.14803	0.448233	3.83332	2.17718e-314
6.59318	0.74258	5.13528	0.0424279	0.016329	6.62134	0.836138	6.5611	0.792523	5.16471	0.0946879	0.163373	5.14157	0.488305	6.95312e-310	0.446777
6.83924	0.741039	5.12172	0.036144	0.00644986	6.78214	0.714036	6.81808	0.817988	5.1618	0.102857	0.169959	5.13452	0.52999	0.217275	2.17718e-314
7.08082	0.724886	5.01062	0.0211895	-0.0151857	7.29121	0.630741	7.07469	0.845578	5.1588	0.111355	0.176519	5.12685	0.573269	6.95312e-310	2.44056
7.29779	0.807941	4.95926	0.0648203	0.0439222	7.13735	0.957217	7.3309	0.875373	5.15569	0.120181	0.183051	5.11851	0.618123	2.88653	2.17718e-314
7.59302	0.818608	5.13009	0.0630371	0.0388366	8.08349	0.819605	7.58668	0.907449	5.15249	0.129333	0.189554	5.10946	0.664531	6.95312e-310	4.92931
7.84351	0.797919	5.12212	0.0455424	0.0143746	7.80533	0.719126	7.84199	0.941886	5.14919	0.138811	0.196027	5.09966	0.712469	0.478912	2.17718e-314
8.09215	0.815251	5.03884	0.0487645	0.0167296	8.40453	0.884557	8.0968	0.978759	5.14579	0.148612	0.202468	5.08907	0.761915	6.95312e-310	2.21881
8.3285	0.833028	5.01693	0.052828	0.0208207	8.24796	0.840322	8.35106	1.01814	5.14231	0.158735	0.208879	5.07766	0.812843	0.345656	2.17718e-314
8.60001	0.919011	5.16588	0.0901783	0.0656177	8.45858	1.41118	8.60472	1.06011	5.13873	0.169179	0.215255	5.06537	0.865226	6.95312e-310	7.08806
8.83819	0.978046	5.14012	0.111409	0.0872696	8.74615	1.04858	8.85775	1.10473	5.13507	0.179942	0.221599	5.05216	0.919037	0.784817	2.17718e-314
9.1291	1.01604	5.21019	0.118649	0.0902912	9.8809	1.1419	9.1101	1.15208	5.13132	0.191022	0.227907	5.03798	0.974245	6.95312e-310	6.80437
9.36705	1.05009	5.18035	0.125274	0.093019	9.25579	1.04913	9.36172	1.20223	5.12748	0.202417	0.234179	5.0228	1.03082	0.650378	2.17718e-314
9.64757	1.12149	5.24491	0.14686	0.112777	10.1016	1.52474	9.61255	1.25524	5.12357	0.214126	0.240414	5.00656	1.08873	6.95312e-310	4.51131
9.92333	1.24884	5.28309	0.192574	0.15975	10.0484	1.44598	9.86254	1.31118	5.11958	0.226147	0.246611	4.98922	1.14794	3.28959	2.17718e-314
10.1705	1.33617	5.18024	0.218964	0.18274	10.5377	1.72555	10.1117	1.37011	5.11551	0.238478	0.252769	4.97074	1.20841	6.95312e-310	4.9363
